"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 28 20:10:02 GMT 2024","Wed Feb 28 20:10:29 GMT 2024","26704","","","","","","Validar login na aplicação",""
"passed","Wed Feb 28 20:10:02 GMT 2024","Wed Feb 28 20:10:29 GMT 2024","26603","","Login","","Validar login na aplicação","","Validar login na aplicação",""
