"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 27 20:42:29 GMT 2024","Tue Feb 27 20:42:55 GMT 2024","25754","","Login","","Validar login na aplicação","","Validar login na aplicação",""
"passed","Tue Feb 27 20:42:29 GMT 2024","Tue Feb 27 20:42:55 GMT 2024","25844","","","","","","Validar login na aplicação",""
