"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 28 17:55:14 GMT 2024","Wed Feb 28 17:55:51 GMT 2024","36365","","","","","","Validar login na aplicação",""
"passed","Wed Feb 28 17:55:14 GMT 2024","Wed Feb 28 17:55:51 GMT 2024","36263","","Login","","Validar login na aplicação","","Validar login na aplicação",""
