"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 27 20:46:32 GMT 2024","Tue Feb 27 20:47:04 GMT 2024","31480","","Login","","Validar login na aplicação","","Validar login na aplicação",""
"passed","Tue Feb 27 20:46:32 GMT 2024","Tue Feb 27 20:47:04 GMT 2024","31591","","","","","","Validar login na aplicação",""
