"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 28 16:55:53 GMT 2024","Wed Feb 28 16:56:28 GMT 2024","35206","","","","","","Validar login na aplicação",""
"passed","Wed Feb 28 16:55:53 GMT 2024","Wed Feb 28 16:56:28 GMT 2024","35112","","Login","","Validar login na aplicação","","Validar login na aplicação",""
